"","user_name","user_location","date","text"
"1435","SR Airband & Aviation 📡✈🌍","UK",2020-07-28,"#Vietnam to evacuate 80,000 tourists from #DaNang after three residents contract #COVID19 
https://t.co/saVFphECND"
"1436","Skully","UK",2020-07-28,"Ok so how big is this spoon exactly "
"1437","Chicago Tafia 🏴󠁧󠁢󠁷󠁬󠁳󠁿 🇪🇺 🇺🇸","UK",2020-07-28,"“When America sneezes, the world catches a cold.” The sod of it is the USA now has out of control #COVID19 - A fina… https://t.co/AzKxLQlcZ1"
"1438","Keith Kellett","UK",2020-07-28,"Today's #dailytravelpic to show that the world will still be out there when all this is over. #covid19 Lake Myvatn,… https://t.co/QDNwySJAxd"
"1439","G@ZZ 🇬🇧","UK",2020-07-28,"@GMB @NickDixonITV Which is more important losing money on a holiday or your life to #COVID19 
Hundreds of thousand… https://t.co/1jTV7dzLV8"
"1440","Oxford India Centre for Sustainable Development","UK",2020-07-28,"[WEBINAR]: Environmental Politics in India during #COVID19
 
@kanchikohli, @nit_set and @aruna_sekhar will discuss… https://t.co/3EGxKGrmrh"
"1441","Ted The Unquiet","UK",2020-07-28,"Pretty appalling that general practitioners have been prohibited from prescribing "
"1442","Jan Connolly","UK",2020-07-28,"Its been discovered that Cats can catch #Covid19
Cats walk on your kitchen work tops, which is 1 reason I wont have… https://t.co/OkdQzWsZVU"
"1443","TechPixies","UK",2020-07-28,"Aghhh 😱 it's only Tuesday!!!!  

Monday took so long we thought it was Wednesday 😂😂 Anybody else relate ???… https://t.co/7yeZL2JrYw"
"1444","Binay ବିନୟ","UK",2020-07-28,"@IPR_Odisha People commenting on d number of rising cases of "
"1445","Greatest Hits Radio News","UK",2020-07-28,"A new study suggests the "
"1446","Softvire","UK",2020-07-28,"How Can Apps Help Reduce Teenage Depression During "
"1447","Paul Samuel","UK",2020-07-28,""
"1448","David Redden","UK",2020-07-28,"A lot of things have changed during "
"1449","Australian Institute of Health Innovation","UK",2020-07-28,"In the first five seconds after pressing send, more than 100 people across the globe opened our survey seeking heal… https://t.co/B00Y5zgYIZ"
"1450","Amneek Kaur","UK",2020-07-28,"#Emergency #Plasma donor required for a #COVID19 patient at #AIIMSPatna. 
The patient is 62 year old O-ve. He is an… https://t.co/uHMSozFg6Y"
"1451","Ali💗1R🌴 💟Human💟","UK",2020-07-28,"Let's not forget the UK government work for the people. It's not looking good for their annual appraisal😏 We must b… https://t.co/anew02QcQ7"
"1452","Venessa Domnic","UK",2020-07-28,"#Bioprinting could be used for testing potential treatments for #Covid19, cancer and other diseases. A 3-D bioprint… https://t.co/HWo3ZObAn0"
"1453","Ant","UK",2020-07-28,"This woman though 👌👏 no need for masks no need for lockdown. If you did happen to contact covid just like any illne… https://t.co/qdQ4gLX8sK"
"1454","J Opacka","UK",2020-07-28,"Phase 3 clinical trial of investigational vaccine for COVID-19 begins.
The trial will be conducted at US clinical r… https://t.co/zCseyoYDUO"
"1455","@projectsrh","UK",2020-07-28,"In 2020 "
"1456","Sally Forsstrom","UK",2020-07-28,"I expect #government transparency on decision making, @helenhainesindi particularly the #COVID19  Commission of… https://t.co/rQrJI68yox"
"1457","S.Cloth","UK",2020-07-28,"Healthy Aussie Option, Australian grown, Buckwheat hull Bolsters,Cushions,Zafu, Organic Cotton, S-Cloth S.YogaMedit… https://t.co/KsOJBNxMG9"
"1458","bellzel.love","UK",2020-07-28,"Since A Level Results Day is coming up, here’s an edit that I made out of boredom. I got lazy at the end but it’s m… https://t.co/JLmE809PzQ"
"1459","Byron Kaye","UK",2020-07-28,"BREAKING - BUNNINGS EMPLOYEES DEMAND RIGHT TO WEAR EARPLUGS

#COVID19 #CovidVic"
"1460","Jenn","UK",2020-07-28,"To the point! 😷💯
#WearADamnMask 
#StaySafe
#COVID19 
#BeThoughtful https://t.co/5FnQrTz52r"
"1461","𝕔𝕠𝕣𝕣𝕖𝕫𝕡𝕠𝕟𝕕 🏳️‍🌈 🏳️‍🌈 😷","UK",2020-07-28,"@BreakfastNews @GregHuntMP Only now!!?? We had "
"1462","𝕔𝕠𝕣𝕣𝕖𝕫𝕡𝕠𝕟𝕕 🏳️‍🌈 🏳️‍🌈 😷","UK",2020-07-28,"No surprise that increasing numbers of Sydney venues are being identified as "
"1463","nickrosstech","UK",2020-07-28,"So govt &amp; cops wld rather allow a tiny "
"1464","Sydney Business Insights","UK",2020-07-28,"The #4DayWeek movement is gaining momentum as people think about a post-#COVID19 economy, what are the four main ar… https://t.co/imnz6Q6RJz"
"1465","Albert Kinsella","UK",2020-07-28,"@talkRADIO must check out the #WhiteCoatSummit movement, this could get massive in revealing the Truth about… https://t.co/q89Y5mBgR7"
"1466","asianlite","UK",2020-07-28,"Trump tactics on corona fall flat
US COVID-19 deaths near 150,000 amid calls to shut down country 
Read the full st… https://t.co/mazpB2XBkt"
"1467","Andrew_Seadog","UK",2020-07-28,"Virus shocker from Professor Tatem of Southampton Uni: “If the same interventions that were put in place [by "
"1468","Tax Ideas","UK",2020-07-28,"Despite New Zealand’s economy taking a much greater hit compared to Australia, their economic activity indicators a… https://t.co/zdS0E7yzR7"
"1469","Sylvia Bautovic","UK",2020-07-28,"This is a fantastic example of smart use of #technology for #socialgood, and also an example for #circulareconomy a… https://t.co/mC2N9HNnpS"
"1470","T N Meem","UK",2020-07-28,"It's nearly the end of July and I simultaneously feel like it's been years since January but I'm also confused abou… https://t.co/3PBhxbOMN9"
"1471","HandmaidAus PhD","UK",2020-07-28,"The rest of us are locking down, social distancing and wearing masks to save our parents, the sick, the disabled an… https://t.co/V6rMXNCsRL"
"1472","Andrew_Seadog","UK",2020-07-28,"Professor Kwok-Yung Yuen said on UK TV yesterday that the aggressive clean-up at the Wuhan wet market at the centre… https://t.co/7E3Sn7CEPN"
"1473","Suky Spook","UK",2020-07-28,"People have been deliberately terrified by governments &amp; totally complicit mainstream media. They/we need to find o… https://t.co/zTVJWOBhkv"
"1474","Ben Campbell","UK",2020-07-28,"@realDonaldTrump Do you need your daiper changing? Sometimes it's hard to tell why the baby's crying.… https://t.co/Nww1DphL6F"
"1475","Marc Adebesin","UK",2020-07-28,"In life I have learnt to love myself, because I sleep with myself every night and I wake up with myself every morni… https://t.co/TVLXfjErLX"
"1476","Denis Bauer","UK",2020-07-28,"The video of my @ServerlessdaysV presentation about ""#Serverless in the fight against #COVID19"" is online at… https://t.co/c8bw4MbpSk"
"1477","Sally Forsstrom","UK",2020-07-28,"🇦🇺Australia's "
"1478","Madeline Link","UK",2020-07-28,"This clears a few things up. #COVID19 #BunningsKaren
https://t.co/8IY9l8cSAA"
"1479","andrewwowk","UK",2020-07-28,"""Wearing a mask is about choice"" says Lizzy Rose. Is swindling people out of money as a psychic also a choice? #BunningsKaren #COVID19"
"1480","Natalie Wright","UK",2020-07-28,"🏨👨🏽‍🎓👩🏼‍🎓NSW ED clinicians 👇

COVID-19 research grant applications now open
https://t.co/1LcQquSoZ2 
 
ACI research… https://t.co/yCOnBW2tm3"
"1481","Pitt Martin","UK",2020-07-28,"https://t.co/KFmK0UUtu9 The time for #regret is over. Now is the time for #bold, #compassionate #leadership. Convey… https://t.co/KPfN2xZeo5"
"1482","SpeshelKay🌟🌟🌟","UK",2020-07-28,".#AmericasFrontlineDoctors

Real doctors, in the field, with real patients &amp; #COVID19 &amp; real SOLUTIONS https://t.co/RfDWvZ5VNV"
"1483","Flyingdogtravel","UK",2020-07-28,"Read my article about how the Philippines have dealt with the Battle Against Covid-19

https://t.co/C2vUM3MlRA… https://t.co/DIlgD91Wcp"
"1484","Diversity Radio 🌈💜🎶","UK",2020-07-28,"Lilys_Cradle Benette 
https://t.co/GQal32yG0A
#mentalhealth #wellbeing #NHS #COVID19"
"1485","X-Lux YT","UK",2020-07-28,"How to get FREE XP in Fortnite Chapter 2 Season 3 (100% works) https://t.co/C8Blx1QD8O "
"1486","Dan Peña","UK",2020-07-28,"As they say, ""From Chaos Comes Order"". Even with the #coronavirus #covid19 pandemic - Dan believes this is a perfec… https://t.co/TGwRK5PrXB"
"1487","SpeshelKay🌟🌟🌟","UK",2020-07-28,"It's a mystery, but it would explain the shortage of @Lysol in #TheLou.  

OBVIOUSLY #DrFascistPiglet @DrSamPage is… https://t.co/L3TiyjH4Ug"
"1488","Magnificent Midlife","UK",2020-07-28,"We're all grappling with so many issues, but I hope there is still room in your life to continue or start really th… https://t.co/1doRk3vloM"
"1489","issuewatch","UK",2020-07-28,"More than two thirds of aged care workers do not feel very prepared to deal with a coronavirus outbreak, according… https://t.co/XKH0qZGNy7"
"1490","GroupCall - free prayer conference calls","UK",2020-07-28,"Online prayer meetings are easy... get started on GroupCall - the prayer meeting platform
#worship #grace… https://t.co/VvY0vcWuLm"
"1491","Francesco Panciroli Ambrosetti","UK",2020-07-28,"Can someone please erase the United States from the universe? #COVID19 isn't enough.
The level of social degradatio… https://t.co/fzxgO07iEu"
"1492","Sam Murden","UK",2020-07-28,"Are they doing it for clicks, for money, for content? All of the above? #Today #auspol #COVID19 https://t.co/VQ2wqtSBqg"
"1493","Totally Toytastic","UK",2020-07-29,"Fun Reusable Face Coverings for Adults and Kids.........                  https://t.co/xgSt5DI9cH "
"1494","Oxford Analytica","UK",2020-07-29,"Police killings in Rio de Janeiro  continue to rise despite  "
"1495","SW AHSN","UK",2020-07-29,"Our virtual coffee &amp; chats for "
"1496","Health Tech World","UK",2020-07-29,""
"1497","Wyatt & Son's Fencing - Automation","UK",2020-07-29,"Just 1 more day to go to enter our into our ***FREE*** Flood Mounted Hand Sanitiser unit prize draw.
Customised to… https://t.co/kN6j5cq9j9"
"1498","Search Consultancy","UK",2020-07-29,"From job search to placement, our recruiters support each candidate every step of their #recruitment journey with s… https://t.co/Doe5LKiN8E"
"1499","Association of Colleges (AoC)","UK",2020-07-29,"Have any pressing questions regarding "
"1500","AJ Bell","UK",2020-07-29,"📰 Our Investment Director, @russmould1, comments on Greggs’s first-half loss as a result of lockdown in this… https://t.co/ASfwn8nafk"
"1501","Leaman Life Sciences","UK",2020-07-29,"https://t.co/C5Gs3cS42Y
Novartis has launched a first of its kid not-for-profit portfolio of medicines for the trea… https://t.co/Y86OV6Gn1i"
"1502","Paul Heydon","UK",2020-07-29,"Meet Darcy, the Affordable AI Camera Helping Schools and Businesses Stay Safe by @EdgeworxIO (I'm an investor). Con… https://t.co/0ikGvEqIXw"
"1503","The Smith School","UK",2020-07-29,"It might be 40 degrees this weekend, but we still don't know the impact of temperature on the spread #COVID19. 

Ne… https://t.co/Glmys2leIE"
"1504","Jay Fitzgerald","UK",2020-07-29,""
"1505","Bradley Heywood","UK",2020-07-29,"https://t.co/oiD4KWfn9s

It's great to see a lot of interest with  my video on how consumerism leading to a better… https://t.co/dnX05BIbBb"
"1506","Neil Bullock 🏍️","UK",2020-07-29,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/7Oli2q2caY"
"1507","Martin Kelly (Rockin' Da Facemask)","UK",2020-07-29,"Here is my #DailyBriefing as the government has stopped doing them.

In the past 24hrs there have been a further 83… https://t.co/APGaibx4bn"
"1508","Vanessa Ganguin","UK",2020-07-29,"This is horrendous: the Government should urgently update support for asylum seekers &amp; allow them to work while the… https://t.co/pkilJo02BB"
"1509","Ashley","UK",2020-07-29,"@FiveGuysUK Will any one clean the tables ? went to Bournemouth outlet and not one table was cleaned after people l… https://t.co/Z4epClPEDt"
"1510","Lawrence Gilder","UK",2020-07-29,"Latest figures of #COVID19 UK: 29th July 2020

- Cases: 301,455 (+763)
- Deaths: 45,961 (+83)
- Tests Processed: 9,… https://t.co/V8EUgsqfDN"
"1511","Dr Ellie *Facemasks save lives* 😷🧼","UK",2020-07-29,"So if this is the case, this is not the #COVID19 that we faced in March. https://t.co/5EsJjxgfQQ"
"1512","Prof Catherine Clarke","UK",2020-07-29,"'For many, #temporality has a new texture'. Claire Langhamer on how we've experienced #time differently during… https://t.co/AK0LhvDpi4"
"1513","UNHCR United Kingdom","UK",2020-07-29,"#Coronavirus doesn't care who you are.

That's why it's more important than ever to make sure we include refugees a… https://t.co/6IKC8StLG3"
"1514","Ardoyne","UK",2020-07-29,"Sunflower challenge going well!
In April we gave potted sunflower seeds to households in #Ardoyne &amp; #Ligoniel in pa… https://t.co/534JcX2cxa"
"1515","ShieldShackUK","UK",2020-07-29,"@CdfBusinessClb Our mission is to counter the mass price-hiking that's prevalent online, in our commitment to getti… https://t.co/Futhtj9y0Y"
"1516","Jim Hunt","UK",2020-07-29,"@Memma3121 @robtibbles @realDonaldTrump RICK AND MORTY

#Covid19 episode!"
"1517","KidForToday","UK",2020-07-29,"@realDonaldTrump
 Sweden will not have a 'second wave' of #COVID19 due to no 'lockdown' imposed. No businesses dest… https://t.co/0fWUe104NE"
"1518","S","UK",2020-07-29,"@Iromg @rachelburden In 2003 the USA crime series Law &amp; Order an episode, (just broadcast on @channel5_tv), had… https://t.co/TffWb09mSC"
"1519","Tidy Planet","UK",2020-07-29,"Has the #COVID19 pandemic heightened #environmental awareness? ♻️

Our sales manager Huw shares his thoughts in our… https://t.co/8GTMsMshLF"
"1520","Dr. Oliver Brady","UK",2020-07-29,"as part of the @CaddeProject and @cmmid_lshtm  network we've built a new app to track the spread of "
"1521","Retired, crosser every day #NotMovingOn #BLM","UK",2020-07-29,"Oh, don't tell that silly Delingbole man - he might explode
#facemask #COVID19 https://t.co/t3L15oPmSq"
"1522","dawn hardman","UK",2020-07-29,"Be a "
"1523","Darren Wingfield 🎙The Evolving Accountant Podcast","UK",2020-07-29,"Do as I say, not do as I do! #COVID19 https://t.co/xFWoRL6dsb"
"1524","Prof Catherine Clarke","UK",2020-07-29,"Now Claire Langhamer and this year's National Observation Project on 12 May - recording a day which one diarist des… https://t.co/nhe9lPMc5E"
"1525","Rob Young","UK",2020-07-29,"The #COVID19 pandemic has changed the way we listen to music -- and indeed what we listen to

As Spotify says it no… https://t.co/xXB6AYOrpI"
"1526","TheEthicalFoodie","UK",2020-07-29,"@MattHancock Is HM’s government’s official position becoming that many people who died from "
"1527","Michael Gravesande","UK",2020-07-29,"American Congress member Rep. #LouieGohmert went to the member's gym AFTER he found out he tested positive. 

Here… https://t.co/w6eketPdZx"
"1528","Hull University Teaching Hospitals NHS Trust","UK",2020-07-29,"Just like Chesney, we want you to be the ""one and only"" if you're coming to A&amp;E. Only those in need of treatment ar… https://t.co/Ry0dLZgO5o"
"1529","Pilot Guides","UK",2020-07-29,"Keep up to date on COVID news from various corners of the world. This week: Hajj shuts to foreigners; Twitter tells… https://t.co/ubn2dTeJWm"
"1530","Theirworld","UK",2020-07-29,"#Covid19 Project Updates - We've started funding 9 new projects in response to the global pandemic. For one, we've… https://t.co/TgF365PiBm"
"1531","ScottishLand&Estates","UK",2020-07-29,"We have designed a range of access signage, developed to highlight an assortment of issues. The signs also include… https://t.co/Hi2QEBF6lr"
"1532","Josh","UK",2020-07-29,"New cartoon! BANNED: DOCTORS! What the heck will be next? https://t.co/wRvDwddZC7 "
"1533","Prof Catherine Clarke","UK",2020-07-29,"Richard Vinen now reflects on how "
"1534","Stephanie Peacock","UK",2020-07-29,"Met with @NorthernAssist to discuss their "
"1535","The British Occupational Hygiene Society","UK",2020-07-29,"In Issue 6 of the Annals of Work Exposures and Health you can read about the "
"1536","BrookeCTweets","UK",2020-07-29,"Love it but #COVID19"" response ASAP @GovRaimondo unveils expanded housing and infrastructure bonding |… https://t.co/UNQkIO8JzX"
"1537","Peter Foster","UK",2020-07-29,"@michaelgove @HMRCgovuk has decided that only businesses employing people can access the £50m grant scheme - but th… https://t.co/5exMiMoNwB"
"1538","Whyy? Change","UK",2020-07-29,"Read the full scoop🥄on how South Yorkshire's Leaders have called on the government to back their £1.7bn "
